Date,Time,Symbol,Previous Close,Open,High,Low,Close,Difference,Percent Change,Volume,Traded Shares,Amount
2026-05-25,14:18:08,GIBF1,39.18,10.90,11.33,10.90,11.00,11.00,0.00,0.00,11.17,6200.00
2026-05-25,14:18:08,GILB,40.37,1125.00,1157.00,1125.00,1155.00,1155.00,0.00,0.00,1146.78,992.00
2026-05-25,14:18:08,GLBSL,41.93,1830.00,1850.00,1805.00,1825.00,1825.00,0.00,0.00,1834.09,621.00
2026-05-25,14:18:08,GLH,43.96,274.00,279.00,274.00,276.00,276.00,0.00,0.00,277.14,58442.00
2026-05-25,14:18:08,GMFBS,43.34,1261.00,1315.00,1261.00,1306.00,1306.00,0.00,0.00,1294.27,1312.00
2026-05-25,14:18:08,GMFIL,39.85,479.90,479.90,466.40,474.60,474.60,0.00,0.00,471.45,2875.00
2026-05-25,14:18:08,GMLI,42.33,1270.00,1300.00,1261.00,1293.00,1293.00,0.00,0.00,1286.28,3436.00
2026-05-25,14:18:08,GRDBL,40.92,1061.10,1129.90,1061.10,1109.90,1109.90,0.00,0.00,1099.26,16102.00
2026-05-25,14:18:08,GSY,38.70,9.99,10.25,9.91,10.00,10.00,0.00,0.00,10.08,73300.00
2026-05-25,14:18:08,GUFL,43.63,520.00,544.80,520.00,541.50,541.50,0.00,0.00,539.39,9426.00
2026-05-25,14:18:08,GVL,43.70,492.00,500.00,492.00,499.00,499.00,0.00,0.00,496.84,18429.00
2026-05-25,14:18:08,H8020,30.61,12.33,12.33,11.81,11.83,11.83,0.00,0.00,11.87,231835.00
2026-05-25,14:18:08,HATHY,40.42,810.90,810.90,803.00,805.70,805.70,0.00,0.00,805.68,4445.00
2026-05-25,14:18:08,HBL,43.85,202.00,207.00,200.80,206.00,206.00,0.00,0.00,205.15,60732.00
2026-05-25,14:18:08,HBLD83,40.69,1036.00,1065.00,1036.00,1065.00,1065.00,0.00,0.00,1048.89,45.00
2026-05-25,14:18:08,HDHPC,37.75,230.70,236.00,230.70,232.00,232.00,0.00,0.00,233.37,252594.00
2026-05-25,14:18:08,HDL,39.38,1180.00,1180.00,1168.00,1168.00,1168.00,0.00,0.00,1170.72,27247.00
2026-05-25,14:18:08,HEI,36.24,535.00,583.00,533.00,535.00,535.00,0.00,0.00,539.35,8439.00
2026-05-25,14:18:08,HEIP,42.25,328.90,328.90,326.00,326.00,326.00,0.00,0.00,328.64,599.00
